Your Input	Gene ID	Gene Symbol	Gene Name	Description	Mus musculus Ortholog
HS6ST1	HGNC:5201	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	Predicted to enable heparan sulfate 6-O-sulfotransferase activity. Involved in neuron development. Predicted to be located in Golgi membrane and plasma membrane. Predicted to be active in Golgi apparatus. Implicated in hypogonadotropic hypogonadism 15 with or without anosmia.	MGI:1354958:Hs6st1
C9orf84	HGNC:26535	SHOC1	shortage in chiasmata 1	Enables ATP hydrolysis activity and single-stranded DNA binding activity. Predicted to be involved in resolution of meiotic recombination intermediates and synaptonemal complex assembly. Predicted to be located in chromosome. Predicted to be active in condensed nuclear chromosome. Implicated in spermatogenic failure 75.	MGI:2140313:Shoc1
SCNN1G	HGNC:10602	SCNN1G	sodium channel epithelial 1 subunit gamma	Enables WW domain binding activity and monoatomic ion channel activity. Contributes to ligand-gated sodium channel activity. Involved in several processes, including cellular response to acidic pH; intracellular sodium ion homeostasis; and sodium ion import across plasma membrane. Located in extracellular exosome; nucleoplasm; and plasma membrane. Part of sodium channel complex. Implicated in Liddle syndrome; bronchiectasis 3; and pseudohypoaldosteronism.	MGI:104695:Scnn1g
MTSS1	HGNC:20443	MTSS1	MTSS I-BAR domain containing 1	Enables actin monomer binding activity; identical protein binding activity; and signaling receptor binding activity. Predicted to be involved in several processes, including adherens junction maintenance; positive regulation of actin filament bundle assembly; and renal tubule development. Predicted to act upstream of or within several processes, including actin filament polymerization; bone mineralization; and magnesium ion homeostasis. Located in actin cytoskeleton.	MGI:2384818:Mtss1
HES2	HGNC:16005	HES2	hes family bHLH transcription factor 2	Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in anterior/posterior pattern specification; regulation of neurogenesis; and regulation of transcription by RNA polymerase II. Predicted to be located in chromatin. Predicted to be active in nucleus.	MGI:1098624:Hes2
IFITM10	HGNC:40022	IFITM10	interferon induced transmembrane protein 10	Predicted to be located in membrane. Predicted to be active in plasma membrane.	MGI:2444776:Ifitm10
TP73	HGNC:12003	TP73	tumor protein p73	Enables several functions, including DNA-binding transcription activator activity, RNA polymerase II-specific; MDM2/MDM4 family protein binding activity; and p53 binding activity. Involved in several processes, including intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator; positive regulation of lung ciliated cell differentiation; and positive regulation of transcription by RNA polymerase II. Acts upstream of with a negative effect on regulation of cell cycle. Acts upstream of or within negative regulation of cardiac muscle cell proliferation; positive regulation of DNA-templated transcription; and regulation of mitotic cell cycle. Located in Golgi apparatus; cell junction; and nucleoplasm. Implicated in several diseases, including Epstein-Barr virus infectious disease; cervical cancer; colorectal cancer; kidney cancer (multiple); and lung cancer (multiple). Biomarker of several diseases, including breast cancer (multiple); cervix uteri carcinoma in situ; gastrointestinal system cancer (multiple); prostate disease (multiple); and transitional cell carcinoma.	MGI:1336991:Trp73
SLC37A2	HGNC:20644	SLC37A2	solute carrier family 37 member 2	Enables glucose 6-phosphate:phosphate antiporter activity. Involved in glucose-6-phosphate transport and phosphate ion transmembrane transport. Located in endoplasmic reticulum membrane.	MGI:1929693:Slc37a2
IQCJ-SCHIP1	HGNC:38842	IQCJ-SCHIP1	IQCJ-SCHIP1 readthrough	Predicted to enable ankyrin binding activity; calmodulin binding activity; and transmembrane transporter binding activity. Involved in negative regulation of cytoskeleton organization. Predicted to be located in axon initial segment and node of Ranvier. Predicted to be active in cell junction and plasma membrane.	MGI:5439400:Iqschfp
BTBD11	HGNC:23844	ABTB3	ankyrin repeat and BTB domain containing 3	Predicted to enable PDZ domain binding activity and protein heterodimerization activity. Predicted to act upstream of or within exploration behavior; glutamatergic synaptic transmission; and protein stabilization. Predicted to be located in glutamatergic synapse and membrane.	MGI:1921257:Abtb3
KLHDC7B	HGNC:25145	KLHDC7B	kelch domain containing 7B	No description available	MGI:3648212:Klhdc7b
RNASE7	HGNC:19278	RNASE7	ribonuclease A family member 7	Enables RNA nuclease activity; lipopolysaccharide binding activity; and peptidoglycan binding activity. Involved in defense response to other organism. Located in cytoplasm and extracellular space.	N.A.
MYO3B	HGNC:15576	MYO3B	myosin IIIB	Predicted to enable microfilament motor activity and protein serine/threonine kinase activity. Predicted to be involved in several processes, including inner ear morphogenesis; positive regulation of filopodium assembly; and sensory perception of sound. Predicted to act upstream of or within peptidyl-serine phosphorylation; peptidyl-threonine phosphorylation; and protein autophosphorylation. Predicted to be located in photoreceptor outer segment. Predicted to be part of myosin complex. Predicted to be active in filopodium tip; photoreceptor inner segment; and stereocilium tip.	MGI:2448580:Myo3b
S100A3	HGNC:10493	S100A3	S100 calcium binding protein A3	Predicted to enable calcium ion binding activity and calcium-dependent protein binding activity. Located in Golgi apparatus; cytosol; and plasma membrane.	MGI:1338849:S100a3
P2RY6	HGNC:8543	P2RY6	pyrimidinergic receptor P2Y6	Enables G protein-coupled ADP receptor activity; G protein-coupled UDP receptor activity; and G protein-coupled UTP receptor activity. Involved in several processes, including cellular response to pyrimidine ribonucleotide; positive regulation of ERK1 and ERK2 cascade; and positive regulation of inositol trisphosphate biosynthetic process. Predicted to be located in apical plasma membrane and basolateral plasma membrane. Predicted to be active in plasma membrane.	MGI:2673874:P2ry6
EYA1	HGNC:3519	EYA1	EYA transcriptional coactivator and phosphatase 1	Enables histone H2AXY142 phosphatase activity. Involved in double-strand break repair; positive regulation of DNA repair; and response to ionizing radiation. Located in cytoplasm and nuclear body. Implicated in branchiootorenal syndrome and branchiootorenal syndrome 1. Biomarker of mitochondrial myopathy.	MGI:109344:Eya1
FLG	Multiple entries : 2
ARHGAP23	HGNC:29293	ARHGAP23	Rho GTPase activating protein 23	Predicted to enable GTPase activator activity. Predicted to be involved in regulation of small GTPase mediated signal transduction. Located in extracellular exosome.	MGI:3697726:Arhgap23
DNAH17	HGNC:2946	DNAH17	dynein axonemal heavy chain 17	Predicted to enable dynein intermediate chain binding activity; dynein light intermediate chain binding activity; and minus-end-directed microtubule motor activity. Involved in outer dynein arm assembly. Located in axoneme and sperm flagellum. Part of outer dynein arm. Implicated in spermatogenic failure 39.	MGI:1917176:Dnah17
TGM5	HGNC:11781	TGM5	transglutaminase 5	Predicted to enable protein-glutamine gamma-glutamyltransferase activity. Predicted to be involved in epidermis development and protein modification process. Predicted to be located in plasma membrane. Implicated in peeling skin syndrome 2.	MGI:1921426:Tgm5
NTF4	HGNC:8024	NTF4	neurotrophin 4	Predicted to enable growth factor activity and nerve growth factor receptor binding activity. Predicted to be involved in several processes, including ameloblast differentiation; cell surface receptor signaling pathway; and nervous system development. Predicted to act upstream of or within negative regulation of programmed cell death; nervous system development; and taste bud development. Predicted to be located in extracellular region. Predicted to be active in several cellular components, including axon; dendrite; and synaptic vesicle.	MGI:97381:Ntf5
ADGRE2	HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	Enables chondroitin sulfate binding activity. Involved in cell adhesion; granulocyte chemotaxis; and regulation of mast cell degranulation. Located in leading edge membrane. Implicated in vibratory urticaria.	MGI:1347095:Adgre5
ERVMER34-1	HGNC:42970	ERVMER34-1	endogenous retrovirus group MER34 member 1, envelope	Predicted to be located in extracellular region and plasma membrane.	N.A.
SCNN1B	HGNC:10600	SCNN1B	sodium channel epithelial 1 subunit beta	Enables WW domain binding activity. Contributes to ligand-gated sodium channel activity. Involved in several processes, including cellular response to acidic pH; intracellular sodium ion homeostasis; and sodium ion import across plasma membrane. Located in extracellular exosome and plasma membrane. Part of sodium channel complex. Implicated in Liddle syndrome; bronchiectasis 1; and pseudohypoaldosteronism.	MGI:104696:Scnn1b
SNCG	HGNC:11141	SNCG	synuclein gamma	Predicted to enable cuprous ion binding activity. Predicted to be involved in chemical synaptic transmission; synapse organization; and synaptic vesicle endocytosis. Predicted to act upstream of or within adult locomotory behavior; regulation of dopamine secretion; and regulation of neurotransmitter secretion. Located in centrosome and cytoplasm. Implicated in Lewy body dementia. Biomarker of several diseases, including Lewy body dementia; neurodegenerative disease (multiple); pancreatic cancer; retinoblastoma; and vascular dementia.	MGI:1298397:Sncg
ALDH3B2	HGNC:411	ALDH3B2	aldehyde dehydrogenase 3 family member B2	Enables aldehyde dehydrogenase [NAD(P)+] activity. Predicted to be involved in cellular aldehyde metabolic process. Predicted to be located in plasma membrane. Predicted to be active in cytoplasm.	MGI:1920708:Aldh3b3 | MGI:2147613:Aldh3b2
PALMD	HGNC:15846	PALMD	palmdelphin	Predicted to be involved in regulation of cell shape. Predicted to be located in dendritic spine and membrane. Predicted to be active in cytoplasm.	MGI:2148896:Palmd
APOBEC3A	Multiple entries : 2
NOD2	HGNC:5331	NOD2	nucleotide binding oligomerization domain containing 2	Enables several functions, including CARD domain binding activity; heat shock protein binding activity; and muramyl dipeptide binding activity. Involved in several processes, including positive regulation of immune response; positive regulation of macromolecule biosynthetic process; and response to bacterium. Acts upstream of or within several processes, including detection of muramyl dipeptide; positive regulation of intracellular signal transduction; and regulation of gene expression. Located in several cellular components, including Golgi apparatus; basolateral plasma membrane; and phagocytic vesicle. Part of protein-containing complex. Is active in cytosol and plasma membrane. Is extrinsic component of plasma membrane. Implicated in several diseases, including Blau syndrome; autoimmune disease (multiple); gastrointestinal carcinoma; intestinal disease (multiple); and lung disease (multiple). Biomarker of allergic rhinitis and systemic lupus erythematosus.	MGI:2429397:Nod2
